"incentive_id","title","company_id","company_name","score","rank"
"25","Execução da EDL do GAL ADELIAÇOR MAR - Proteção da biodiversidade marinha e Proteção do ordenamento do espaço marítimo e reforço da resiliência costeira","31040","CENTRO SOCIAL E CULTURAL DE VILA PRAIA DE ÂNCORA","0.4276224757095406",2
"25","Execução da EDL do GAL ADELIAÇOR MAR - Proteção da biodiversidade marinha e Proteção do ordenamento do espaço marítimo e reforço da resiliência costeira","238788","ADM ESTRELA - ASSOCIAÇÃO SOCIAL E DESENVOLVIMENTO","0.42440242614760626",3
"25","Execução da EDL do GAL ADELIAÇOR MAR - Proteção da biodiversidade marinha e Proteção do ordenamento do espaço marítimo e reforço da resiliência costeira","33619","FUNDAÇÃO CONDESSA DE PENHA LONGA","0.42383080266897766",4
"25","Execução da EDL do GAL ADELIAÇOR MAR - Proteção da biodiversidade marinha e Proteção do ordenamento do espaço marítimo e reforço da resiliência costeira","61118","CEVRM - CENTRO DE EXCELÊNCIA PARA A VALORIZAÇÃO DE RECURSOS MEDITERRÂNICOS, S.A.","0.41912093276506335",5
"26","Aquisição de Material Circulante Ferroviário - Comboios Suburbanos - 62 Automotoras","10824","TIP - TRANSPORTES INTERMODAIS DO PORTO, A.C.E.","0.4798360007903585",1
"26","Aquisição de Material Circulante Ferroviário - Comboios Suburbanos - 62 Automotoras","234791","ALSTOM FERROVIÁRIA PORTUGAL, S.A.","0.45256662368774736",2
"26","Aquisição de Material Circulante Ferroviário - Comboios Suburbanos - 62 Automotoras","239461","PXM - TRANSPORTES RODOVIÁRIOS URBANOS DE FARO, S.A.","0.43833234538628807",3
"26","Aquisição de Material Circulante Ferroviário - Comboios Suburbanos - 62 Automotoras","97828","CAPTRAIN ESPAÑA S.A. - SUCURSAL EM PORTUGAL","0.4354828110625043",4
"26","Aquisição de Material Circulante Ferroviário - Comboios Suburbanos - 62 Automotoras","228326","ASCENDI NORTE - AUTO-ESTRADAS DO NORTE, S.A.","0.43479987590312297",5
"27","Observatório Europeu da Droga e da Toxicodependência","102168","BECO COM SAÍDA - CENTRO DE TRATAMENTO DE DOENÇAS DA ADIÇÃO, LDA","0.3863909176821071",1
"27","Observatório Europeu da Droga e da Toxicodependência","19827","DESAFIO JOVEM - (TEEN CHALLENGE) PORTUGAL","0.3817181516717769",2
